repair_candidate_id,repair_axis,repair_source_kind,repair_source_family,source_split,recovery_corridor_profile,mitigation_metric_mode,parent_candidate_source_id,parent_task_source_id,parent_profile_name,parent_repair_source_kind,parent_selection_quota_name,parent_feasibility_tier_id,parent_source_role_semantics,parent_surface_variant,parent_normalized_surface_variant,parent_sampled_obstacle_label,parent_base_geometry_source,parent_outcome_bucket,parent_termination_reason,target_feasibility_tier_id,target_source_role_semantics,target_surface_variant,target_normalized_surface_variant,target_sampled_obstacle_label,candidate_source_id,source_v1_bounded_panel_spec_id,source_scenario_spec_id,source_role_semantics,profile_name,profile_group,speed_ref,mu,obstacle_distance,obstacle_half_width,label,threshold_score,time_to_obstacle,time_after_friction_step,friction_step_at,accepted,reject_reason,feasibility_tier_id,normalized_surface_variant,sampled_obstacle_label,post_obstacle_track_width,base_geometry_source,representative_cell_rule
cosr_v0_0068_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_004,offtrack_boundary_relief_extension_004,L2_window_100_current_tiled,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0068_offtrack_boundary_relief_extension,cosr_v0_0068_offtrack_boundary_relief_extension,cosr_v0_0068_offtrack_boundary_relief_extension_scenario,stable_aes_only,L2_window_100_current_tiled,stable_aes_only,18.0,0.4,29.0,0.9000000000000001,aes_feasible,0.018544444444444547,1.6111111111111112,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,7.0,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0069_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_005,offtrack_boundary_relief_extension_005,L2_window_13,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0069_offtrack_boundary_relief_extension,cosr_v0_0069_offtrack_boundary_relief_extension,cosr_v0_0069_offtrack_boundary_relief_extension_scenario,stable_aes_only,L2_window_13,stable_aes_only,18.0,0.4,31.0,0.9000000000000001,aes_feasible,0.16387777777777815,1.7222222222222223,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,7.0,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0070_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_006,offtrack_boundary_relief_extension_006,L2_window_13_current_tiled,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0070_offtrack_boundary_relief_extension,cosr_v0_0070_offtrack_boundary_relief_extension,cosr_v0_0070_offtrack_boundary_relief_extension_scenario,stable_aes_only,L2_window_13_current_tiled,stable_aes_only,18.0,0.4,33.0,0.8,aes_feasible,0.3848450000000001,1.8333333333333333,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,7.0,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0071_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_007,offtrack_boundary_relief_extension_007,L2_window_25,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0071_offtrack_boundary_relief_extension,cosr_v0_0071_offtrack_boundary_relief_extension,cosr_v0_0071_offtrack_boundary_relief_extension_scenario,stable_aes_only,L2_window_25,stable_aes_only,18.0,0.4,35.0,0.8,aes_feasible,0.5577916666666667,1.9444444444444444,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,7.0,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0072_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_008,offtrack_boundary_relief_extension_008,L2_window_25_current_tiled,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0072_offtrack_boundary_relief_extension,cosr_v0_0072_offtrack_boundary_relief_extension,cosr_v0_0072_offtrack_boundary_relief_extension_scenario,stable_aes_only,L2_window_25_current_tiled,stable_aes_only,18.0,0.4,29.0,0.9000000000000001,aes_feasible,0.018544444444444547,1.6111111111111112,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,7.25,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0073_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_009,offtrack_boundary_relief_extension_009,L2_window_50,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0073_offtrack_boundary_relief_extension,cosr_v0_0073_offtrack_boundary_relief_extension,cosr_v0_0073_offtrack_boundary_relief_extension_scenario,stable_aes_only,L2_window_50,stable_aes_only,18.0,0.4,31.0,0.9000000000000001,aes_feasible,0.16387777777777815,1.7222222222222223,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,7.25,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0074_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_010,offtrack_boundary_relief_extension_010,L2_window_50_current_tiled,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0074_offtrack_boundary_relief_extension,cosr_v0_0074_offtrack_boundary_relief_extension,cosr_v0_0074_offtrack_boundary_relief_extension_scenario,stable_aes_only,L2_window_50_current_tiled,stable_aes_only,18.0,0.4,33.0,0.8,aes_feasible,0.3848450000000001,1.8333333333333333,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,7.25,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0075_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_011,offtrack_boundary_relief_extension_011,L3_online_gru,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0075_offtrack_boundary_relief_extension,cosr_v0_0075_offtrack_boundary_relief_extension,cosr_v0_0075_offtrack_boundary_relief_extension_scenario,stable_aes_only,L3_online_gru,stable_aes_only,18.0,0.4,35.0,0.8,aes_feasible,0.5577916666666667,1.9444444444444444,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,7.25,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0076_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_012,offtrack_boundary_relief_extension_012,L3_reset_control_corrected,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0076_offtrack_boundary_relief_extension,cosr_v0_0076_offtrack_boundary_relief_extension,cosr_v0_0076_offtrack_boundary_relief_extension_scenario,stable_aes_only,L3_reset_control_corrected,stable_aes_only,18.0,0.4,29.0,0.9000000000000001,aes_feasible,0.018544444444444547,1.6111111111111112,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,7.5,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0077_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_013,offtrack_boundary_relief_extension_013,slice_anchor,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0077_offtrack_boundary_relief_extension,cosr_v0_0077_offtrack_boundary_relief_extension,cosr_v0_0077_offtrack_boundary_relief_extension_scenario,stable_aes_only,slice_anchor,stable_aes_only,18.0,0.4,31.0,0.9000000000000001,aes_feasible,0.16387777777777815,1.7222222222222223,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,7.5,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0078_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_014,offtrack_boundary_relief_extension_014,slice_anchor,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0078_offtrack_boundary_relief_extension,cosr_v0_0078_offtrack_boundary_relief_extension,cosr_v0_0078_offtrack_boundary_relief_extension_scenario,stable_aes_only,slice_anchor,stable_aes_only,18.0,0.4,33.0,0.8,aes_feasible,0.3848450000000001,1.8333333333333333,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,7.5,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0079_offtrack_boundary_relief_extension,offtrack_boundary_relief_extension,offtrack_boundary_relief,8aae597db9ae0392,public_debug,offtrack_boundary_relief_extension,not_mitigation,offtrack_boundary_relief_extension_015,offtrack_boundary_relief_extension_015,L0_current_masked,offtrack_boundary_relief,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,,relief_surface_unspecified,aes_feasible,,,,tier_not_applicable_offtrack_boundary_relief,stable_aes_only,relief_surface_unspecified,relief_surface_unspecified,aes_feasible,cosr_v0_0079_offtrack_boundary_relief_extension,cosr_v0_0079_offtrack_boundary_relief_extension,cosr_v0_0079_offtrack_boundary_relief_extension_scenario,stable_aes_only,L0_current_masked,stable_aes_only,18.0,0.4,35.0,0.8,aes_feasible,0.5577916666666667,1.9444444444444444,,,True,accepted,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,7.5,axis_role_fallback::offtrack_boundary_relief_extension::stable_aes_only,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0112_success_support_expansion,success_support_expansion,success_stabilizer,ffe65110f3f4d69c,public_gate,success_support_expansion,not_mitigation,otsr_v0_0076_success_stabilizer,tqcm_exec_v0_0048_otsr_v0_0076_success_stabilizer,L0_current_masked,success_stabilizer,success_drift_post,tier_c_boundary_near_miss,drift_required_recovery,post_friction_step,post_friction_step,drift_required,m1928::parent_task_source_id,success_obstacle_pass,,tier_c_boundary_near_miss,drift_required_recovery,post_friction_step,post_friction_step,drift_required,cosr_v0_0112_success_support_expansion,cosr_v0_0112_success_support_expansion,cosr_v0_0112_success_support_expansion_scenario,drift_required_recovery,L0_current_masked,drift_required_recovery,12.0,0.4,19.75,1.05,drift_required,0.007941041666666612,1.6458333333333333,0.6458333333333333,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,drift_required,6.5,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider
cosr_v0_0114_success_support_expansion,success_support_expansion,success_stabilizer,ffe65110f3f4d69c,public_gate,success_support_expansion,not_mitigation,otsr_v0_0107_success_stabilizer,tqcm_exec_v0_0049_otsr_v0_0107_success_stabilizer,L1_one_step,success_stabilizer,success_drift_post,tier_c_boundary_near_miss,drift_required_recovery,post_friction_step,post_friction_step,drift_required,m1928::parent_task_source_id,success_obstacle_pass,,tier_c_boundary_near_miss,drift_required_recovery,post_friction_step,post_friction_step,drift_required,cosr_v0_0114_success_support_expansion,cosr_v0_0114_success_support_expansion,cosr_v0_0114_success_support_expansion_scenario,drift_required_recovery,L1_one_step,drift_required_recovery,12.0,0.4,19.75,1.05,drift_required,0.007941041666666612,1.6458333333333333,0.6458333333333333,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,drift_required,6.0,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider
cosr_v0_0115_success_support_expansion,success_support_expansion,success_stabilizer,ffe65110f3f4d69c,public_gate,success_support_expansion,not_mitigation,otsr_v0_0107_success_stabilizer,tqcm_exec_v0_0049_otsr_v0_0107_success_stabilizer,L3_reset_control_corrected,success_stabilizer,success_drift_post,tier_c_boundary_near_miss,drift_required_recovery,post_friction_step,post_friction_step,drift_required,m1928::parent_task_source_id,success_obstacle_pass,,tier_c_boundary_near_miss,drift_required_recovery,post_friction_step,post_friction_step,drift_required,cosr_v0_0115_success_support_expansion,cosr_v0_0115_success_support_expansion,cosr_v0_0115_success_support_expansion_scenario,drift_required_recovery,L3_reset_control_corrected,drift_required_recovery,12.0,0.4,19.75,1.05,drift_required,0.007941041666666612,1.6458333333333333,0.6458333333333333,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,drift_required,6.0,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider
cosr_v0_0132_success_support_expansion,success_support_expansion,success_stabilizer,5298a4fa7734f8f0,public_gate,success_support_expansion,not_mitigation,otsr_v0_0152_mitigation_isolation_check,tqcm_exec_v0_0079_otsr_v0_0152_mitigation_isolation_check,L1_one_step,mitigation_isolation_check,mitigation_drift_steady,tier_e_mitigation_only,drift_required_recovery,steady_surface,steady_surface,drift_required,m1928::parent_task_source_id,success_obstacle_pass,,tier_e_mitigation_only,drift_required_recovery,steady_surface,steady_surface,drift_required,cosr_v0_0132_success_support_expansion,cosr_v0_0132_success_support_expansion,cosr_v0_0132_success_support_expansion_scenario,drift_required_recovery,L1_one_step,drift_required_recovery,12.0,0.4,15.588235294117645,1.6,drift_required,0.005058429621848739,1.299019607843137,,,True,accepted,tier_e_mitigation_only,steady_surface,drift_required,6.0,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider
cosr_v0_0133_success_support_expansion,success_support_expansion,success_stabilizer,5298a4fa7734f8f0,public_gate,success_support_expansion,not_mitigation,otsr_v0_0152_mitigation_isolation_check,tqcm_exec_v0_0079_otsr_v0_0152_mitigation_isolation_check,L3_reset_control_corrected,mitigation_isolation_check,mitigation_drift_steady,tier_e_mitigation_only,drift_required_recovery,steady_surface,steady_surface,drift_required,m1928::parent_task_source_id,success_obstacle_pass,,tier_e_mitigation_only,drift_required_recovery,steady_surface,steady_surface,drift_required,cosr_v0_0133_success_support_expansion,cosr_v0_0133_success_support_expansion,cosr_v0_0133_success_support_expansion_scenario,drift_required_recovery,L3_reset_control_corrected,drift_required_recovery,12.0,0.4,15.588235294117645,1.6,drift_required,0.005058429621848739,1.299019607843137,,,True,accepted,tier_e_mitigation_only,steady_surface,drift_required,6.0,m1969::parent_task_source_id,drift_required_boundary_min_threshold_then_closer_wider
cosr_v0_0129_success_support_expansion,success_support_expansion,success_stabilizer,d60a1783bd80ef79,public_gate,success_support_expansion,not_mitigation,otsr_v0_0153_mitigation_isolation_check,tqcm_exec_v0_0073_otsr_v0_0153_mitigation_isolation_check,L3_online_gru,mitigation_isolation_check,mitigation_stable_aeb_post,tier_e_mitigation_only,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,m1928::parent_task_source_id,success_obstacle_pass,,tier_e_mitigation_only,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0129_success_support_expansion,cosr_v0_0129_success_support_expansion,cosr_v0_0129_success_support_expansion_scenario,stable_aeb,L3_online_gru,stable_aeb,12.0,0.6,23.529411764705884,1.8,aeb_feasible,0.5840830449826994,1.9607843137254903,0.9607843137254903,20,True,accepted,tier_e_mitigation_only,post_friction_step,aeb_feasible,6.5,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0130_success_support_expansion,success_support_expansion,success_stabilizer,d60a1783bd80ef79,public_gate,success_support_expansion,not_mitigation,otsr_v0_0153_mitigation_isolation_check,tqcm_exec_v0_0073_otsr_v0_0153_mitigation_isolation_check,L3_reset_control_corrected,mitigation_isolation_check,mitigation_stable_aeb_post,tier_e_mitigation_only,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,m1928::parent_task_source_id,success_obstacle_pass,,tier_e_mitigation_only,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0130_success_support_expansion,cosr_v0_0130_success_support_expansion,cosr_v0_0130_success_support_expansion_scenario,stable_aeb,L3_reset_control_corrected,stable_aeb,12.0,0.6,25.529411764705884,1.8,aeb_feasible,0.8648221626297579,2.127450980392157,1.1274509803921569,20,True,accepted,tier_e_mitigation_only,post_friction_step,aeb_feasible,6.5,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0131_success_support_expansion,success_support_expansion,success_stabilizer,d60a1783bd80ef79,public_gate,success_support_expansion,not_mitigation,otsr_v0_0154_mitigation_isolation_check,tqcm_exec_v0_0075_otsr_v0_0154_mitigation_isolation_check,L3_reset_control_corrected,mitigation_isolation_check,mitigation_stable_aeb_post,tier_e_mitigation_only,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,m1928::parent_task_source_id,success_obstacle_pass,,tier_e_mitigation_only,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0131_success_support_expansion,cosr_v0_0131_success_support_expansion,cosr_v0_0131_success_support_expansion_scenario,stable_aeb,L3_reset_control_corrected,stable_aeb,12.0,0.6,22.529411764705884,2.1,aeb_feasible,0.3202702146901545,1.877450980392157,0.8774509803921571,20,True,accepted,tier_e_mitigation_only,post_friction_step,aeb_feasible,6.5,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0134_success_support_expansion,success_support_expansion,success_stabilizer,80cccef064f75009,public_gate,success_support_expansion,not_mitigation,otsr_v0_0084_success_stabilizer,tqcm_exec_v0_0035_otsr_v0_0084_success_stabilizer,L1_one_step,success_stabilizer,success_stable_aeb_post,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,m1928::parent_task_source_id,success_obstacle_pass,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0134_success_support_expansion,cosr_v0_0134_success_support_expansion,cosr_v0_0134_success_support_expansion_scenario,stable_aeb,L1_one_step,stable_aeb,12.0,0.6,27.833333333333332,0.75,aeb_feasible,2.410145352564102,2.319444444444444,1.3194444444444442,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.0,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0135_success_support_expansion,success_support_expansion,success_stabilizer,80cccef064f75009,public_gate,success_support_expansion,not_mitigation,otsr_v0_0084_success_stabilizer,tqcm_exec_v0_0035_otsr_v0_0084_success_stabilizer,L3_online_gru,success_stabilizer,success_stable_aeb_post,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,m1928::parent_task_source_id,success_obstacle_pass,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0135_success_support_expansion,cosr_v0_0135_success_support_expansion,cosr_v0_0135_success_support_expansion_scenario,stable_aeb,L3_online_gru,stable_aeb,12.0,0.6,23.833333333333332,0.7,aeb_feasible,1.5662149671052628,1.986111111111111,0.9861111111111109,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.0,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0136_success_support_expansion,success_support_expansion,success_stabilizer,80cccef064f75009,public_gate,success_support_expansion,not_mitigation,otsr_v0_0084_success_stabilizer,tqcm_exec_v0_0035_otsr_v0_0084_success_stabilizer,L3_reset_control_corrected,success_stabilizer,success_stable_aeb_post,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,m1928::parent_task_source_id,success_obstacle_pass,,tier_c_boundary_near_miss,stable_aeb,post_friction_step,post_friction_step,aeb_feasible,cosr_v0_0136_success_support_expansion,cosr_v0_0136_success_support_expansion,cosr_v0_0136_success_support_expansion_scenario,stable_aeb,L3_reset_control_corrected,stable_aeb,12.0,0.6,25.833333333333332,0.7,aeb_feasible,2.0149794407894737,2.1527777777777777,1.1527777777777777,20,True,accepted,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,6.0,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0137_success_support_expansion,success_support_expansion,success_stabilizer,69d83ae6d156901c,public_gate,success_support_expansion,not_mitigation,otsr_v0_0110_success_stabilizer,tqcm_exec_v0_0036_otsr_v0_0110_success_stabilizer,L1_one_step,success_stabilizer,success_stable_aeb_steady,tier_c_boundary_near_miss,stable_aeb,steady_surface,steady_surface,aeb_feasible,m1928::parent_task_source_id,success_obstacle_pass,,tier_c_boundary_near_miss,stable_aeb,steady_surface,steady_surface,aeb_feasible,cosr_v0_0137_success_support_expansion,cosr_v0_0137_success_support_expansion,cosr_v0_0137_success_support_expansion_scenario,stable_aeb,L1_one_step,stable_aeb,12.0,0.4,31.708333333333332,1.0999999999999996,aeb_feasible,1.501524699954711,2.642361111111111,,,True,accepted,tier_c_boundary_near_miss,steady_surface,aeb_feasible,6.0,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0138_success_support_expansion,success_support_expansion,success_stabilizer,69d83ae6d156901c,public_gate,success_support_expansion,not_mitigation,otsr_v0_0111_success_stabilizer,tqcm_exec_v0_0037_otsr_v0_0111_success_stabilizer,L3_online_gru,success_stabilizer,success_stable_aeb_steady,tier_c_boundary_near_miss,stable_aeb,steady_surface,steady_surface,aeb_feasible,m1928::parent_task_source_id,success_obstacle_pass,,tier_c_boundary_near_miss,stable_aeb,steady_surface,steady_surface,aeb_feasible,cosr_v0_0138_success_support_expansion,cosr_v0_0138_success_support_expansion,cosr_v0_0138_success_support_expansion_scenario,stable_aeb,L3_online_gru,stable_aeb,12.0,0.6,23.833333333333332,0.7,aeb_feasible,1.5662149671052628,1.986111111111111,,,True,accepted,tier_c_boundary_near_miss,steady_surface,aeb_feasible,6.25,m1969::parent_task_source_id,stable_aeb_max_threshold_then_farther_distance
cosr_v0_0139_success_support_expansion,success_support_expansion,success_stabilizer,3b873dcd0d8c9efa,public_gate,success_support_expansion,not_mitigation,otsr_v0_0103_success_stabilizer,tqcm_exec_v0_0040_otsr_v0_0103_success_stabilizer,L0_current_masked,success_stabilizer,success_stable_aes_post,tier_b_feasible_emergency,stable_aes_only,post_friction_step,post_friction_step,aes_feasible,m1928::parent_task_source_id,success_obstacle_pass,,tier_b_feasible_emergency,stable_aes_only,post_friction_step,post_friction_step,aes_feasible,cosr_v0_0139_success_support_expansion,cosr_v0_0139_success_support_expansion,cosr_v0_0139_success_support_expansion_scenario,stable_aes_only,L0_current_masked,stable_aes_only,12.0,0.4,18.0,0.4,aes_feasible,0.1588062500000001,1.5,0.5,20,True,accepted,tier_b_feasible_emergency,post_friction_step,aes_feasible,6.25,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0140_success_support_expansion,success_support_expansion,success_stabilizer,3b873dcd0d8c9efa,public_gate,success_support_expansion,not_mitigation,otsr_v0_0103_success_stabilizer,tqcm_exec_v0_0040_otsr_v0_0103_success_stabilizer,L1_one_step,success_stabilizer,success_stable_aes_post,tier_b_feasible_emergency,stable_aes_only,post_friction_step,post_friction_step,aes_feasible,m1928::parent_task_source_id,success_obstacle_pass,,tier_b_feasible_emergency,stable_aes_only,post_friction_step,post_friction_step,aes_feasible,cosr_v0_0140_success_support_expansion,cosr_v0_0140_success_support_expansion,cosr_v0_0140_success_support_expansion_scenario,stable_aes_only,L1_one_step,stable_aes_only,12.0,0.4,20.0,0.4,aes_feasible,0.4306250000000003,1.6666666666666667,0.6666666666666667,20,True,accepted,tier_b_feasible_emergency,post_friction_step,aes_feasible,6.25,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider
cosr_v0_0141_success_support_expansion,success_support_expansion,success_stabilizer,3b873dcd0d8c9efa,public_gate,success_support_expansion,not_mitigation,otsr_v0_0103_success_stabilizer,tqcm_exec_v0_0040_otsr_v0_0103_success_stabilizer,L3_online_gru,success_stabilizer,success_stable_aes_post,tier_b_feasible_emergency,stable_aes_only,post_friction_step,post_friction_step,aes_feasible,m1928::parent_task_source_id,success_obstacle_pass,,tier_b_feasible_emergency,stable_aes_only,post_friction_step,post_friction_step,aes_feasible,cosr_v0_0141_success_support_expansion,cosr_v0_0141_success_support_expansion,cosr_v0_0141_success_support_expansion_scenario,stable_aes_only,L3_online_gru,stable_aes_only,12.0,0.4,16.0,0.25000000000000006,aes_feasible,0.01031724137931025,1.3333333333333333,0.33333333333333326,20,True,accepted,tier_b_feasible_emergency,post_friction_step,aes_feasible,6.25,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider
