task_source_id,candidate_source_id,repair_candidate_id,repair_axis,repair_source_kind,source_role_semantics,feasibility_tier_id,parent_feasibility_tier_id,normalized_surface_variant,source_split,sampled_obstacle_label,speed_ref,mu,friction_step_enabled,friction_step_at,obstacle_distance,obstacle_half_width,post_obstacle_track_width,base_geometry_source,representative_cell_rule,diagnostic_only_no_ranking_claim,contract_violation_count,history_length_is_one,action_history_mode_full,include_privileged_params_false,wheel_observation_mode_none,obstacle_relative_velocity_mode_zero
tqcos_exec_v0_0054_cosr_v0_0140_success_support_expansion,cosr_v0_0140_success_support_expansion,cosr_v0_0140_success_support_expansion,success_support_expansion,success_stabilizer,stable_aes_only,tier_b_feasible_emergency,tier_b_feasible_emergency,post_friction_step,public_gate,aes_feasible,12.0,0.4,True,20,20.0,0.4,6.25,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0055_cosr_v0_0141_success_support_expansion,cosr_v0_0141_success_support_expansion,cosr_v0_0141_success_support_expansion,success_support_expansion,success_stabilizer,stable_aes_only,tier_b_feasible_emergency,tier_b_feasible_emergency,post_friction_step,public_gate,aes_feasible,12.0,0.4,True,20,16.0,0.25000000000000006,6.25,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0056_cosr_v0_0142_success_support_expansion,cosr_v0_0142_success_support_expansion,cosr_v0_0142_success_support_expansion,success_support_expansion,success_stabilizer,stable_aes_only,tier_b_feasible_emergency,tier_b_feasible_emergency,post_friction_step,public_gate,aes_feasible,12.0,0.4,True,20,18.0,0.3500000000000001,6.25,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0057_cosr_v0_0143_success_support_expansion,cosr_v0_0143_success_support_expansion,cosr_v0_0143_success_support_expansion,success_support_expansion,success_stabilizer,stable_aes_only,tier_b_feasible_emergency,tier_b_feasible_emergency,post_friction_step,public_gate,aes_feasible,12.0,0.4,True,20,20.0,0.3500000000000001,6.25,m1969::parent_task_source_id,stable_aes_boundary_min_threshold_then_closer_wider,False,0,True,True,True,True,True
tqcos_exec_v0_0058_cosr_v0_0116_success_support_expansion,cosr_v0_0116_success_support_expansion,cosr_v0_0116_success_support_expansion,success_support_expansion,success_stabilizer,unavoidable_mitigation,tier_b_feasible_emergency,tier_b_feasible_emergency,post_friction_step,public_gate,unavoidable,12.0,0.25,True,20,18.0,1.3000000000000003,6.0,m1969::parent_task_source_id,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0059_cosr_v0_0121_success_support_expansion,cosr_v0_0121_success_support_expansion,cosr_v0_0121_success_support_expansion,success_support_expansion,success_stabilizer,unavoidable_mitigation,tier_b_feasible_emergency,tier_b_feasible_emergency,post_friction_step,public_gate,unavoidable,12.0,0.25,True,20,16.0,1.35,6.25,m1969::parent_task_source_id,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0060_cosr_v0_0144_collision_mitigation_relief,cosr_v0_0144_collision_mitigation_relief,cosr_v0_0144_collision_mitigation_relief,collision_mitigation_relief,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,10.0,1.4,6.0,axis_role_fallback::collision_mitigation_relief::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0061_cosr_v0_0145_collision_mitigation_relief,cosr_v0_0145_collision_mitigation_relief,cosr_v0_0145_collision_mitigation_relief,collision_mitigation_relief,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,12.0,1.4,6.0,axis_role_fallback::collision_mitigation_relief::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0062_cosr_v0_0146_collision_mitigation_relief,cosr_v0_0146_collision_mitigation_relief,cosr_v0_0146_collision_mitigation_relief,collision_mitigation_relief,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,14.0,1.4,6.25,axis_role_fallback::collision_mitigation_relief::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0063_cosr_v0_0147_collision_mitigation_relief,cosr_v0_0147_collision_mitigation_relief,cosr_v0_0147_collision_mitigation_relief,collision_mitigation_relief,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,16.0,1.4,6.25,axis_role_fallback::collision_mitigation_relief::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0064_cosr_v0_0148_collision_mitigation_relief,cosr_v0_0148_collision_mitigation_relief,cosr_v0_0148_collision_mitigation_relief,collision_mitigation_relief,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,10.0,1.3499999999999999,6.0,axis_role_fallback::collision_mitigation_relief::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0065_cosr_v0_0149_collision_mitigation_relief,cosr_v0_0149_collision_mitigation_relief,cosr_v0_0149_collision_mitigation_relief,collision_mitigation_relief,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,12.0,1.3499999999999999,6.0,axis_role_fallback::collision_mitigation_relief::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0066_cosr_v0_0150_collision_mitigation_relief,cosr_v0_0150_collision_mitigation_relief,cosr_v0_0150_collision_mitigation_relief,collision_mitigation_relief,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,14.0,1.3499999999999999,6.25,axis_role_fallback::collision_mitigation_relief::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0067_cosr_v0_0151_collision_mitigation_relief,cosr_v0_0151_collision_mitigation_relief,cosr_v0_0151_collision_mitigation_relief,collision_mitigation_relief,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,16.0,1.3499999999999999,6.25,axis_role_fallback::collision_mitigation_relief::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0068_cosr_v0_0152_collision_mitigation_relief,cosr_v0_0152_collision_mitigation_relief,cosr_v0_0152_collision_mitigation_relief,collision_mitigation_relief,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,10.0,1.3,6.0,axis_role_fallback::collision_mitigation_relief::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0069_cosr_v0_0153_collision_mitigation_relief,cosr_v0_0153_collision_mitigation_relief,cosr_v0_0153_collision_mitigation_relief,collision_mitigation_relief,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,12.0,1.3,6.0,axis_role_fallback::collision_mitigation_relief::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0070_cosr_v0_0154_collision_mitigation_relief,cosr_v0_0154_collision_mitigation_relief,cosr_v0_0154_collision_mitigation_relief,collision_mitigation_relief,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,14.0,1.3,6.25,axis_role_fallback::collision_mitigation_relief::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0071_cosr_v0_0155_collision_mitigation_relief,cosr_v0_0155_collision_mitigation_relief,cosr_v0_0155_collision_mitigation_relief,collision_mitigation_relief,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,16.0,1.3,6.25,axis_role_fallback::collision_mitigation_relief::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,False,0,True,True,True,True,True
tqcos_exec_v0_0072_cosr_v0_0191_mitigation_metric_isolation,cosr_v0_0191_mitigation_metric_isolation,cosr_v0_0191_mitigation_metric_isolation,mitigation_metric_isolation,mitigation_isolation_check,drift_required_recovery,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,drift_required,18.0,0.4,False,0,25.0,0.75,6.0,axis_role_fallback::mitigation_metric_isolation::drift_required_recovery,drift_required_boundary_min_threshold_then_closer_wider,True,0,True,True,True,True,True
tqcos_exec_v0_0073_cosr_v0_0176_mitigation_metric_isolation,cosr_v0_0176_mitigation_metric_isolation,cosr_v0_0176_mitigation_metric_isolation,mitigation_metric_isolation,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,9.0,1.35,6.0,axis_role_fallback::mitigation_metric_isolation::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,True,0,True,True,True,True,True
tqcos_exec_v0_0074_cosr_v0_0177_mitigation_metric_isolation,cosr_v0_0177_mitigation_metric_isolation,cosr_v0_0177_mitigation_metric_isolation,mitigation_metric_isolation,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,11.0,1.35,6.0,axis_role_fallback::mitigation_metric_isolation::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,True,0,True,True,True,True,True
tqcos_exec_v0_0075_cosr_v0_0178_mitigation_metric_isolation,cosr_v0_0178_mitigation_metric_isolation,cosr_v0_0178_mitigation_metric_isolation,mitigation_metric_isolation,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,9.0,1.35,6.0,axis_role_fallback::mitigation_metric_isolation::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,True,0,True,True,True,True,True
tqcos_exec_v0_0076_cosr_v0_0179_mitigation_metric_isolation,cosr_v0_0179_mitigation_metric_isolation,cosr_v0_0179_mitigation_metric_isolation,mitigation_metric_isolation,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,11.0,1.35,6.0,axis_role_fallback::mitigation_metric_isolation::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,True,0,True,True,True,True,True
tqcos_exec_v0_0077_cosr_v0_0180_mitigation_metric_isolation,cosr_v0_0180_mitigation_metric_isolation,cosr_v0_0180_mitigation_metric_isolation,mitigation_metric_isolation,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,9.0,1.35,6.0,axis_role_fallback::mitigation_metric_isolation::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,True,0,True,True,True,True,True
tqcos_exec_v0_0078_cosr_v0_0181_mitigation_metric_isolation,cosr_v0_0181_mitigation_metric_isolation,cosr_v0_0181_mitigation_metric_isolation,mitigation_metric_isolation,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,11.0,1.35,6.0,axis_role_fallback::mitigation_metric_isolation::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,True,0,True,True,True,True,True
tqcos_exec_v0_0079_cosr_v0_0182_mitigation_metric_isolation,cosr_v0_0182_mitigation_metric_isolation,cosr_v0_0182_mitigation_metric_isolation,mitigation_metric_isolation,mitigation_isolation_check,unavoidable_mitigation,tier_d_handling_limit_drift_required,tier_d_handling_limit_drift_required,steady_surface,public_gate,unavoidable,18.0,0.4,False,0,9.0,1.35,6.0,axis_role_fallback::mitigation_metric_isolation::unavoidable_mitigation,unavoidable_mitigation_closer_wider_then_threshold,True,0,True,True,True,True,True
