workload_id,panel_source_id,panel_task_family,profile_name,source_origin,source_kind,source_edge,window_tag,environment_rollout_scheduled,training_scheduled,profile_specific_tuning
m1680-spec-0044::T3_active_diagnostic_warmup::L2_window_100_current_tiled,m1680-spec-0044,T3_active_diagnostic_warmup,L2_window_100_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0044::T3_active_diagnostic_warmup::L3_online_gru,m1680-spec-0044,T3_active_diagnostic_warmup,L3_online_gru,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0044::T3_active_diagnostic_warmup::L3_reset_control_corrected,m1680-spec-0044,T3_active_diagnostic_warmup,L3_reset_control_corrected,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0046::T3_active_diagnostic_warmup::L0_current_masked,m1680-spec-0046,T3_active_diagnostic_warmup,L0_current_masked,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0046::T3_active_diagnostic_warmup::L1_one_step,m1680-spec-0046,T3_active_diagnostic_warmup,L1_one_step,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0046::T3_active_diagnostic_warmup::L2_window_13,m1680-spec-0046,T3_active_diagnostic_warmup,L2_window_13,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0046::T3_active_diagnostic_warmup::L2_window_13_current_tiled,m1680-spec-0046,T3_active_diagnostic_warmup,L2_window_13_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0046::T3_active_diagnostic_warmup::L2_window_25,m1680-spec-0046,T3_active_diagnostic_warmup,L2_window_25,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0046::T3_active_diagnostic_warmup::L2_window_25_current_tiled,m1680-spec-0046,T3_active_diagnostic_warmup,L2_window_25_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0046::T3_active_diagnostic_warmup::L2_window_50,m1680-spec-0046,T3_active_diagnostic_warmup,L2_window_50,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0046::T3_active_diagnostic_warmup::L2_window_50_current_tiled,m1680-spec-0046,T3_active_diagnostic_warmup,L2_window_50_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0046::T3_active_diagnostic_warmup::L2_window_100,m1680-spec-0046,T3_active_diagnostic_warmup,L2_window_100,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0046::T3_active_diagnostic_warmup::L2_window_100_current_tiled,m1680-spec-0046,T3_active_diagnostic_warmup,L2_window_100_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0046::T3_active_diagnostic_warmup::L3_online_gru,m1680-spec-0046,T3_active_diagnostic_warmup,L3_online_gru,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0046::T3_active_diagnostic_warmup::L3_reset_control_corrected,m1680-spec-0046,T3_active_diagnostic_warmup,L3_reset_control_corrected,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0051::T3_active_diagnostic_warmup::L0_current_masked,m1680-spec-0051,T3_active_diagnostic_warmup,L0_current_masked,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0051::T3_active_diagnostic_warmup::L1_one_step,m1680-spec-0051,T3_active_diagnostic_warmup,L1_one_step,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0051::T3_active_diagnostic_warmup::L2_window_13,m1680-spec-0051,T3_active_diagnostic_warmup,L2_window_13,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0051::T3_active_diagnostic_warmup::L2_window_13_current_tiled,m1680-spec-0051,T3_active_diagnostic_warmup,L2_window_13_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0051::T3_active_diagnostic_warmup::L2_window_25,m1680-spec-0051,T3_active_diagnostic_warmup,L2_window_25,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0051::T3_active_diagnostic_warmup::L2_window_25_current_tiled,m1680-spec-0051,T3_active_diagnostic_warmup,L2_window_25_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0051::T3_active_diagnostic_warmup::L2_window_50,m1680-spec-0051,T3_active_diagnostic_warmup,L2_window_50,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0051::T3_active_diagnostic_warmup::L2_window_50_current_tiled,m1680-spec-0051,T3_active_diagnostic_warmup,L2_window_50_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0051::T3_active_diagnostic_warmup::L2_window_100,m1680-spec-0051,T3_active_diagnostic_warmup,L2_window_100,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0051::T3_active_diagnostic_warmup::L2_window_100_current_tiled,m1680-spec-0051,T3_active_diagnostic_warmup,L2_window_100_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0051::T3_active_diagnostic_warmup::L3_online_gru,m1680-spec-0051,T3_active_diagnostic_warmup,L3_online_gru,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0051::T3_active_diagnostic_warmup::L3_reset_control_corrected,m1680-spec-0051,T3_active_diagnostic_warmup,L3_reset_control_corrected,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0052::T3_active_diagnostic_warmup::L0_current_masked,m1680-spec-0052,T3_active_diagnostic_warmup,L0_current_masked,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0052::T3_active_diagnostic_warmup::L1_one_step,m1680-spec-0052,T3_active_diagnostic_warmup,L1_one_step,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0052::T3_active_diagnostic_warmup::L2_window_13,m1680-spec-0052,T3_active_diagnostic_warmup,L2_window_13,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0052::T3_active_diagnostic_warmup::L2_window_13_current_tiled,m1680-spec-0052,T3_active_diagnostic_warmup,L2_window_13_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0052::T3_active_diagnostic_warmup::L2_window_25,m1680-spec-0052,T3_active_diagnostic_warmup,L2_window_25,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0052::T3_active_diagnostic_warmup::L2_window_25_current_tiled,m1680-spec-0052,T3_active_diagnostic_warmup,L2_window_25_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0052::T3_active_diagnostic_warmup::L2_window_50,m1680-spec-0052,T3_active_diagnostic_warmup,L2_window_50,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0052::T3_active_diagnostic_warmup::L2_window_50_current_tiled,m1680-spec-0052,T3_active_diagnostic_warmup,L2_window_50_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0052::T3_active_diagnostic_warmup::L2_window_100,m1680-spec-0052,T3_active_diagnostic_warmup,L2_window_100,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0052::T3_active_diagnostic_warmup::L2_window_100_current_tiled,m1680-spec-0052,T3_active_diagnostic_warmup,L2_window_100_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0052::T3_active_diagnostic_warmup::L3_online_gru,m1680-spec-0052,T3_active_diagnostic_warmup,L3_online_gru,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0052::T3_active_diagnostic_warmup::L3_reset_control_corrected,m1680-spec-0052,T3_active_diagnostic_warmup,L3_reset_control_corrected,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0054::T3_active_diagnostic_warmup::L0_current_masked,m1680-spec-0054,T3_active_diagnostic_warmup,L0_current_masked,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0054::T3_active_diagnostic_warmup::L1_one_step,m1680-spec-0054,T3_active_diagnostic_warmup,L1_one_step,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0054::T3_active_diagnostic_warmup::L2_window_13,m1680-spec-0054,T3_active_diagnostic_warmup,L2_window_13,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0054::T3_active_diagnostic_warmup::L2_window_13_current_tiled,m1680-spec-0054,T3_active_diagnostic_warmup,L2_window_13_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0054::T3_active_diagnostic_warmup::L2_window_25,m1680-spec-0054,T3_active_diagnostic_warmup,L2_window_25,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0054::T3_active_diagnostic_warmup::L2_window_25_current_tiled,m1680-spec-0054,T3_active_diagnostic_warmup,L2_window_25_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0054::T3_active_diagnostic_warmup::L2_window_50,m1680-spec-0054,T3_active_diagnostic_warmup,L2_window_50,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0054::T3_active_diagnostic_warmup::L2_window_50_current_tiled,m1680-spec-0054,T3_active_diagnostic_warmup,L2_window_50_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0054::T3_active_diagnostic_warmup::L2_window_100,m1680-spec-0054,T3_active_diagnostic_warmup,L2_window_100,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0054::T3_active_diagnostic_warmup::L2_window_100_current_tiled,m1680-spec-0054,T3_active_diagnostic_warmup,L2_window_100_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0054::T3_active_diagnostic_warmup::L3_online_gru,m1680-spec-0054,T3_active_diagnostic_warmup,L3_online_gru,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0054::T3_active_diagnostic_warmup::L3_reset_control_corrected,m1680-spec-0054,T3_active_diagnostic_warmup,L3_reset_control_corrected,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0055::T3_active_diagnostic_warmup::L0_current_masked,m1680-spec-0055,T3_active_diagnostic_warmup,L0_current_masked,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0055::T3_active_diagnostic_warmup::L1_one_step,m1680-spec-0055,T3_active_diagnostic_warmup,L1_one_step,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0055::T3_active_diagnostic_warmup::L2_window_13,m1680-spec-0055,T3_active_diagnostic_warmup,L2_window_13,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0055::T3_active_diagnostic_warmup::L2_window_13_current_tiled,m1680-spec-0055,T3_active_diagnostic_warmup,L2_window_13_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0055::T3_active_diagnostic_warmup::L2_window_25,m1680-spec-0055,T3_active_diagnostic_warmup,L2_window_25,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0055::T3_active_diagnostic_warmup::L2_window_25_current_tiled,m1680-spec-0055,T3_active_diagnostic_warmup,L2_window_25_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0055::T3_active_diagnostic_warmup::L2_window_50,m1680-spec-0055,T3_active_diagnostic_warmup,L2_window_50,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0055::T3_active_diagnostic_warmup::L2_window_50_current_tiled,m1680-spec-0055,T3_active_diagnostic_warmup,L2_window_50_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0055::T3_active_diagnostic_warmup::L2_window_100,m1680-spec-0055,T3_active_diagnostic_warmup,L2_window_100,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0055::T3_active_diagnostic_warmup::L2_window_100_current_tiled,m1680-spec-0055,T3_active_diagnostic_warmup,L2_window_100_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0055::T3_active_diagnostic_warmup::L3_online_gru,m1680-spec-0055,T3_active_diagnostic_warmup,L3_online_gru,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0055::T3_active_diagnostic_warmup::L3_reset_control_corrected,m1680-spec-0055,T3_active_diagnostic_warmup,L3_reset_control_corrected,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0057::T3_active_diagnostic_warmup::L0_current_masked,m1680-spec-0057,T3_active_diagnostic_warmup,L0_current_masked,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0057::T3_active_diagnostic_warmup::L1_one_step,m1680-spec-0057,T3_active_diagnostic_warmup,L1_one_step,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0057::T3_active_diagnostic_warmup::L2_window_13,m1680-spec-0057,T3_active_diagnostic_warmup,L2_window_13,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0057::T3_active_diagnostic_warmup::L2_window_13_current_tiled,m1680-spec-0057,T3_active_diagnostic_warmup,L2_window_13_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0057::T3_active_diagnostic_warmup::L2_window_25,m1680-spec-0057,T3_active_diagnostic_warmup,L2_window_25,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0057::T3_active_diagnostic_warmup::L2_window_25_current_tiled,m1680-spec-0057,T3_active_diagnostic_warmup,L2_window_25_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0057::T3_active_diagnostic_warmup::L2_window_50,m1680-spec-0057,T3_active_diagnostic_warmup,L2_window_50,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0057::T3_active_diagnostic_warmup::L2_window_50_current_tiled,m1680-spec-0057,T3_active_diagnostic_warmup,L2_window_50_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0057::T3_active_diagnostic_warmup::L2_window_100,m1680-spec-0057,T3_active_diagnostic_warmup,L2_window_100,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0057::T3_active_diagnostic_warmup::L2_window_100_current_tiled,m1680-spec-0057,T3_active_diagnostic_warmup,L2_window_100_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0057::T3_active_diagnostic_warmup::L3_online_gru,m1680-spec-0057,T3_active_diagnostic_warmup,L3_online_gru,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0057::T3_active_diagnostic_warmup::L3_reset_control_corrected,m1680-spec-0057,T3_active_diagnostic_warmup,L3_reset_control_corrected,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0058::T3_active_diagnostic_warmup::L0_current_masked,m1680-spec-0058,T3_active_diagnostic_warmup,L0_current_masked,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0058::T3_active_diagnostic_warmup::L1_one_step,m1680-spec-0058,T3_active_diagnostic_warmup,L1_one_step,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0058::T3_active_diagnostic_warmup::L2_window_13,m1680-spec-0058,T3_active_diagnostic_warmup,L2_window_13,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0058::T3_active_diagnostic_warmup::L2_window_13_current_tiled,m1680-spec-0058,T3_active_diagnostic_warmup,L2_window_13_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0058::T3_active_diagnostic_warmup::L2_window_25,m1680-spec-0058,T3_active_diagnostic_warmup,L2_window_25,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0058::T3_active_diagnostic_warmup::L2_window_25_current_tiled,m1680-spec-0058,T3_active_diagnostic_warmup,L2_window_25_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0058::T3_active_diagnostic_warmup::L2_window_50,m1680-spec-0058,T3_active_diagnostic_warmup,L2_window_50,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0058::T3_active_diagnostic_warmup::L2_window_50_current_tiled,m1680-spec-0058,T3_active_diagnostic_warmup,L2_window_50_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0058::T3_active_diagnostic_warmup::L2_window_100,m1680-spec-0058,T3_active_diagnostic_warmup,L2_window_100,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0058::T3_active_diagnostic_warmup::L2_window_100_current_tiled,m1680-spec-0058,T3_active_diagnostic_warmup,L2_window_100_current_tiled,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0058::T3_active_diagnostic_warmup::L3_online_gru,m1680-spec-0058,T3_active_diagnostic_warmup,L3_online_gru,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0058::T3_active_diagnostic_warmup::L3_reset_control_corrected,m1680-spec-0058,T3_active_diagnostic_warmup,L3_reset_control_corrected,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,False,False,False
m1680-spec-0060::T3_active_diagnostic_warmup::L0_current_masked,m1680-spec-0060,T3_active_diagnostic_warmup,L0_current_masked,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0060::T3_active_diagnostic_warmup::L1_one_step,m1680-spec-0060,T3_active_diagnostic_warmup,L1_one_step,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0060::T3_active_diagnostic_warmup::L2_window_13,m1680-spec-0060,T3_active_diagnostic_warmup,L2_window_13,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0060::T3_active_diagnostic_warmup::L2_window_13_current_tiled,m1680-spec-0060,T3_active_diagnostic_warmup,L2_window_13_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0060::T3_active_diagnostic_warmup::L2_window_25,m1680-spec-0060,T3_active_diagnostic_warmup,L2_window_25,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0060::T3_active_diagnostic_warmup::L2_window_25_current_tiled,m1680-spec-0060,T3_active_diagnostic_warmup,L2_window_25_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
m1680-spec-0060::T3_active_diagnostic_warmup::L2_window_50,m1680-spec-0060,T3_active_diagnostic_warmup,L2_window_50,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,False,False,False
