batch_size,iteration_index,device,timed_path,observation_shape,action_shape,forward_time_us,per_sample_time_us,action_finite,action_within_bounds,synthetic_observation_source
32,28,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,135.011,4.21909375,True,True,seeded_normal_shape_only
32,29,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,122.201,3.81878125,True,True,seeded_normal_shape_only
32,30,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,116.621,3.64440625,True,True,seeded_normal_shape_only
32,31,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,124.491,3.89034375,True,True,seeded_normal_shape_only
32,32,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,124.121,3.87878125,True,True,seeded_normal_shape_only
32,33,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,117.391,3.66846875,True,True,seeded_normal_shape_only
32,34,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,120.851,3.77659375,True,True,seeded_normal_shape_only
32,35,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,145.611,4.55034375,True,True,seeded_normal_shape_only
32,36,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,119.151,3.72346875,True,True,seeded_normal_shape_only
32,37,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,127.201,3.97503125,True,True,seeded_normal_shape_only
32,38,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,116.271,3.63346875,True,True,seeded_normal_shape_only
32,39,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,119.431,3.73221875,True,True,seeded_normal_shape_only
32,40,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,121.321,3.79128125,True,True,seeded_normal_shape_only
32,41,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,142.331,4.44784375,True,True,seeded_normal_shape_only
32,42,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,119.992,3.74975,True,True,seeded_normal_shape_only
32,43,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,118.211,3.69409375,True,True,seeded_normal_shape_only
32,44,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,120.131,3.75409375,True,True,seeded_normal_shape_only
32,45,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,119.171,3.72409375,True,True,seeded_normal_shape_only
32,46,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,118.652,3.707875,True,True,seeded_normal_shape_only
32,47,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,119.481,3.73378125,True,True,seeded_normal_shape_only
32,48,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,118.971,3.71784375,True,True,seeded_normal_shape_only
32,49,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,118.101,3.69065625,True,True,seeded_normal_shape_only
32,50,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,119.391,3.73096875,True,True,seeded_normal_shape_only
32,51,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,116.881,3.65253125,True,True,seeded_normal_shape_only
32,52,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,119.541,3.73565625,True,True,seeded_normal_shape_only
32,53,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,210.167,6.56771875,True,True,seeded_normal_shape_only
32,54,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,166.831,5.21346875,True,True,seeded_normal_shape_only
32,55,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,137.211,4.28784375,True,True,seeded_normal_shape_only
32,56,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,130.251,4.07034375,True,True,seeded_normal_shape_only
32,57,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,126.152,3.94225,True,True,seeded_normal_shape_only
32,58,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,125.121,3.91003125,True,True,seeded_normal_shape_only
32,59,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,126.131,3.94159375,True,True,seeded_normal_shape_only
32,60,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,125.571,3.92409375,True,True,seeded_normal_shape_only
32,61,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,125.821,3.93190625,True,True,seeded_normal_shape_only
32,62,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,123.681,3.86503125,True,True,seeded_normal_shape_only
32,63,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,127.341,3.97940625,True,True,seeded_normal_shape_only
32,64,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,126.011,3.93784375,True,True,seeded_normal_shape_only
32,65,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,135.322,4.2288125,True,True,seeded_normal_shape_only
32,66,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,127.751,3.99221875,True,True,seeded_normal_shape_only
32,67,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,129.301,4.04065625,True,True,seeded_normal_shape_only
32,68,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,132.092,4.127875,True,True,seeded_normal_shape_only
32,69,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,205.242,6.4138125,True,True,seeded_normal_shape_only
32,70,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,139.262,4.3519375,True,True,seeded_normal_shape_only
32,71,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,148.361,4.63628125,True,True,seeded_normal_shape_only
32,72,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,129.322,4.0413125,True,True,seeded_normal_shape_only
32,73,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,211.902,6.6219375,True,True,seeded_normal_shape_only
32,74,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,148.502,4.6406875,True,True,seeded_normal_shape_only
32,75,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,131.281,4.10253125,True,True,seeded_normal_shape_only
32,76,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,134.032,4.1885,True,True,seeded_normal_shape_only
32,77,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,129.941,4.06065625,True,True,seeded_normal_shape_only
32,78,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,129.482,4.0463125,True,True,seeded_normal_shape_only
32,79,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,129.431,4.04471875,True,True,seeded_normal_shape_only
32,80,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,127.921,3.99753125,True,True,seeded_normal_shape_only
32,81,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,128.951,4.02971875,True,True,seeded_normal_shape_only
32,82,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,127.031,3.96971875,True,True,seeded_normal_shape_only
32,83,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,133.312,4.166,True,True,seeded_normal_shape_only
32,84,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,128.261,4.00815625,True,True,seeded_normal_shape_only
32,85,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,130.662,4.0831875,True,True,seeded_normal_shape_only
32,86,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,126.031,3.93846875,True,True,seeded_normal_shape_only
32,87,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,124.461,3.88940625,True,True,seeded_normal_shape_only
32,88,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,124.692,3.896625,True,True,seeded_normal_shape_only
32,89,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,145.001,4.53128125,True,True,seeded_normal_shape_only
32,90,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,126.092,3.940375,True,True,seeded_normal_shape_only
32,91,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,121.681,3.80253125,True,True,seeded_normal_shape_only
32,92,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,123.691,3.86534375,True,True,seeded_normal_shape_only
32,93,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,123.571,3.86159375,True,True,seeded_normal_shape_only
32,94,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,121.451,3.79534375,True,True,seeded_normal_shape_only
32,95,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,144.612,4.519125,True,True,seeded_normal_shape_only
32,96,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,125.791,3.93096875,True,True,seeded_normal_shape_only
32,97,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,125.731,3.92909375,True,True,seeded_normal_shape_only
32,98,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,122.721,3.83503125,True,True,seeded_normal_shape_only
32,99,cpu,recurrent_features_tensor_plus_actor_mean_tanh,72,3,123.411,3.85659375,True,True,seeded_normal_shape_only
