slice_kind,slice_id,profile_name,task_source_id,task_family,episode_count,profile_count,spec_count,success_count,collision_count,offtrack_outcome_count,speed_too_low_count,termination_offtrack_count,success_rate,collision_rate,offtrack_outcome_rate,termination_offtrack_rate,dominant_outcome,dominance_share,hidden_dynamics_bucket_present,outcome_dominance_blocked,task_quality_blocked,interpretable_for_history_comparison,reason,claim_boundary
spec,task_source_id=m1680-spec-0039,,m1680-spec-0039,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0040,,m1680-spec-0040,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0041,,m1680-spec-0041,,12,12,1,1,1,10,0,10,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0042,,m1680-spec-0042,,12,12,1,0,1,11,0,11,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0043,,m1680-spec-0043,,12,12,1,1,2,9,0,9,0.08333333333333333,0.16666666666666666,0.75,0.75,off_track_noncollision_noncompletion,0.75,False,False,True,False,offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0044,,m1680-spec-0044,,12,12,1,0,1,11,0,11,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0045,,m1680-spec-0045,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0046,,m1680-spec-0046,,12,12,1,1,1,10,0,10,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0047,,m1680-spec-0047,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0048,,m1680-spec-0048,,12,12,1,0,2,10,0,10,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0049,,m1680-spec-0049,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0050,,m1680-spec-0050,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0051,,m1680-spec-0051,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0052,,m1680-spec-0052,,12,12,1,2,1,9,0,9,0.16666666666666666,0.08333333333333333,0.75,0.75,off_track_noncollision_noncompletion,0.75,False,False,True,False,offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0053,,m1680-spec-0053,,12,12,1,0,2,10,0,10,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0054,,m1680-spec-0054,,12,12,1,0,1,11,0,11,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0055,,m1680-spec-0055,,12,12,1,1,1,10,0,10,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0056,,m1680-spec-0056,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0057,,m1680-spec-0057,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0058,,m1680-spec-0058,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0059,,m1680-spec-0059,,12,12,1,1,1,10,0,10,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0060,,m1680-spec-0060,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0061,,m1680-spec-0061,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0062,,m1680-spec-0062,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0063,,m1680-spec-0063,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0064,,m1680-spec-0064,,12,12,1,2,0,10,0,10,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0065,,m1680-spec-0065,,12,12,1,1,1,10,0,10,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0066,,m1680-spec-0066,,12,12,1,0,3,9,0,9,0.0,0.25,0.75,0.75,off_track_noncollision_noncompletion,0.75,False,False,True,False,offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0067,,m1680-spec-0067,,12,12,1,0,0,12,0,12,0.0,0.0,1.0,1.0,off_track_noncollision_noncompletion,1.0,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=1.0000; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0068,,m1680-spec-0068,,12,12,1,1,3,8,0,8,0.08333333333333333,0.25,0.6666666666666666,0.6666666666666666,off_track_noncollision_noncompletion,0.6666666666666666,False,False,False,False,hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0069,,m1680-spec-0069,,12,12,1,1,0,11,0,11,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0070,,m1680-spec-0070,,12,12,1,1,1,10,0,10,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.8333333333333334,off_track_noncollision_noncompletion,0.8333333333333334,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.8333; offtrack task-quality blocker active; hidden_dynamics_bucket missing,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
spec,task_source_id=m1680-spec-0071,,m1680-spec-0071,,12,12,1,0,1,11,0,11,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,off_track_noncollision_noncompletion,0.9166666666666666,False,True,True,False,dominant_outcome=off_track_noncollision_noncompletion share=0.9167; offtrack task-quality blocker active; hidden_dynamics_bucket missing; zero success support,"Route B task-quality and outcome-dominance calibration materialization only; existing M2677 rows may be reaggregated into diagnostic blocker and interpretability panels, but no reset, step, rollout, replay, validation, training, PPO, private holdout, profile-specific tuning, controller-family ranking, winner selection, promotion, success-rate verdict, driver-performance, paper, finite-window-vs-GRU, current-response sufficiency, current-sim, high-fidelity validation, full ideal driver, or self-ID claim is made"
