task_source_id,candidate_source_id,repair_candidate_id,repair_source_kind,selection_quota_name,source_role_semantics,parent_feasibility_tier_id,parent_surface_variant,normalized_surface_variant,source_split,speed_ref,mu,friction_step_enabled,friction_step_at,obstacle_distance,obstacle_half_width,sampled_obstacle_label,threshold_score,representative_cell_rule,contract_violation_count,history_length_is_one,action_history_mode_full,include_privileged_params_false,wheel_observation_mode_none,obstacle_relative_velocity_mode_zero
tqcm_exec_v0_0067_otsr_v0_0145_mitigation_isolation_check,otsr_v0_0145_mitigation_isolation_check,otsr_v0_0145_mitigation_isolation_check,mitigation_isolation_check,mitigation_unavoidable_post,unavoidable_mitigation,tier_c_boundary_near_miss,post_friction_step,post_friction_step,public_gate,12.0,0.25,True,20,17.791666666666664,1.2499999999999998,unavoidable,0.06480400933159744,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
tqcm_exec_v0_0068_otsr_v0_0146_mitigation_isolation_check,otsr_v0_0146_mitigation_isolation_check,otsr_v0_0146_mitigation_isolation_check,mitigation_isolation_check,mitigation_unavoidable_steady,unavoidable_mitigation,tier_d_handling_limit_drift_required,steady_surface,steady_surface,public_gate,18.0,0.8,False,0,13.0,1.2999999999999998,unavoidable,0.30409555555555534,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
tqcm_exec_v0_0069_otsr_v0_0148_mitigation_isolation_check,otsr_v0_0148_mitigation_isolation_check,otsr_v0_0148_mitigation_isolation_check,mitigation_isolation_check,mitigation_unavoidable_steady,unavoidable_mitigation,tier_d_handling_limit_drift_required,steady_surface,steady_surface,public_gate,18.0,0.8,False,0,13.0,1.2999999999999998,unavoidable,0.30409555555555534,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
tqcm_exec_v0_0070_otsr_v0_0147_mitigation_isolation_check,otsr_v0_0147_mitigation_isolation_check,otsr_v0_0147_mitigation_isolation_check,mitigation_isolation_check,mitigation_unavoidable_steady,unavoidable_mitigation,tier_d_handling_limit_drift_required,steady_surface,steady_surface,public_gate,18.0,0.8,False,0,15.0,1.2999999999999998,unavoidable,0.07349999999999961,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
tqcm_exec_v0_0071_otsr_v0_0149_mitigation_isolation_check,otsr_v0_0149_mitigation_isolation_check,otsr_v0_0149_mitigation_isolation_check,mitigation_isolation_check,mitigation_unavoidable_steady,unavoidable_mitigation,tier_d_handling_limit_drift_required,steady_surface,steady_surface,public_gate,18.0,0.8,False,0,15.0,1.2999999999999998,unavoidable,0.07349999999999961,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
tqcm_exec_v0_0072_otsr_v0_0159_mitigation_isolation_check,otsr_v0_0159_mitigation_isolation_check,otsr_v0_0159_mitigation_isolation_check,mitigation_isolation_check,mitigation_unavoidable_steady,unavoidable_mitigation,tier_d_handling_limit_drift_required,steady_surface,steady_surface,public_gate,18.0,0.8,False,0,15.0,1.2999999999999998,unavoidable,0.07349999999999961,mitigation_closer_wider_then_threshold,0,True,True,True,True,True
tqcm_exec_v0_0073_otsr_v0_0153_mitigation_isolation_check,otsr_v0_0153_mitigation_isolation_check,otsr_v0_0153_mitigation_isolation_check,mitigation_isolation_check,mitigation_stable_aeb_post,stable_aeb,tier_e_mitigation_only,post_friction_step,post_friction_step,public_gate,12.0,0.6,True,20,21.529411764705884,1.9500000000000002,aeb_feasible,0.26307993079584796,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0074_otsr_v0_0155_mitigation_isolation_check,otsr_v0_0155_mitigation_isolation_check,otsr_v0_0155_mitigation_isolation_check,mitigation_isolation_check,mitigation_stable_aeb_post,stable_aeb,tier_e_mitigation_only,post_friction_step,post_friction_step,public_gate,12.0,0.6,True,20,21.529411764705884,1.9500000000000002,aeb_feasible,0.26307993079584796,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0075_otsr_v0_0154_mitigation_isolation_check,otsr_v0_0154_mitigation_isolation_check,otsr_v0_0154_mitigation_isolation_check,mitigation_isolation_check,mitigation_stable_aeb_post,stable_aeb,tier_e_mitigation_only,post_friction_step,post_friction_step,public_gate,12.0,0.6,True,20,16.529411764705884,2.25,aeb_feasible,0.32021314502783177,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0076_otsr_v0_0156_mitigation_isolation_check,otsr_v0_0156_mitigation_isolation_check,otsr_v0_0156_mitigation_isolation_check,mitigation_isolation_check,mitigation_stable_aeb_post,stable_aeb,tier_e_mitigation_only,post_friction_step,post_friction_step,public_gate,12.0,0.6,True,20,16.529411764705884,2.25,aeb_feasible,0.32021314502783177,stable_aeb_max_threshold_then_farther_distance,0,True,True,True,True,True
tqcm_exec_v0_0077_otsr_v0_0151_mitigation_isolation_check,otsr_v0_0151_mitigation_isolation_check,otsr_v0_0151_mitigation_isolation_check,mitigation_isolation_check,mitigation_drift_steady,drift_required_recovery,tier_e_mitigation_only,steady_surface,steady_surface,public_gate,12.0,0.4,False,0,15.588235294117645,1.6,drift_required,0.005058429621848739,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0078_otsr_v0_0150_mitigation_isolation_check,otsr_v0_0150_mitigation_isolation_check,otsr_v0_0150_mitigation_isolation_check,mitigation_isolation_check,mitigation_drift_steady,drift_required_recovery,tier_e_mitigation_only,steady_surface,steady_surface,public_gate,12.0,0.25,False,0,17.529411764705884,1.0,drift_required,0.01099139371657792,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
tqcm_exec_v0_0079_otsr_v0_0152_mitigation_isolation_check,otsr_v0_0152_mitigation_isolation_check,otsr_v0_0152_mitigation_isolation_check,mitigation_isolation_check,mitigation_drift_steady,drift_required_recovery,tier_e_mitigation_only,steady_surface,steady_surface,public_gate,12.0,0.4,False,0,15.588235294117645,1.6,drift_required,0.005058429621848739,boundary_min_threshold_then_closer_wider,0,True,True,True,True,True
