task_source_id,parent_task_source_id,repair_candidate_id,repair_axis,source_split,parent_resolution_method,parent_resolution_key,panel_source_id,panel_task_family,source_origin,source_kind,source_edge,window_tag,source_role_semantics,parent_feasibility_tier_id,normalized_surface_variant,sampled_obstacle_label,materialization_semantics,proxy_template_family,generated_source_row,paper_validity_claim,contract_violation_count,history_length_is_positive,action_history_mode_full,include_privileged_params_false,wheel_observation_mode_none,obstacle_relative_velocity_mode_zero
m2048-repair-crsr_v0_0040_l2_offtrack_relief,m2033-smoke-0004-m1680-spec-0003,crsr_v0_0040_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_100:m2033-smoke-0004-m1680-spec-0003,m1680-spec-0003,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_actuator_delay_response,actuator_delay_step,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0041_l2_offtrack_relief,m2033-smoke-0005-m1680-spec-0000,crsr_v0_0041_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_100_current_tiled:m2033-smoke-0005-m1680-spec-0000,m1680-spec-0000,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0042_l2_offtrack_relief,m2033-smoke-0006-m1680-spec-0005,crsr_v0_0042_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_13:m2033-smoke-0006-m1680-spec-0005,m1680-spec-0005,T2_same_current_different_older_history,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_capability_step_temporal,capability_step_down,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0043_l2_offtrack_relief,m2033-smoke-0007-m1680-spec-0006,crsr_v0_0043_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_13_current_tiled:m2033-smoke-0007-m1680-spec-0006,m1680-spec-0006,T2_same_current_different_older_history,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0044_l2_offtrack_relief,m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,crsr_v0_0044_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_25:m2033-smoke-0008-m2029-t2-same_current_brake_authority_older_history_proxy-00,m2029-t2-same_current_brake_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_brake_authority_older_history_proxy,same_current|same_current_brake_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_brake_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0045_l2_offtrack_relief,m2033-smoke-0009-m2029-t2-same_current_drive_brake_asymmetry_older_history_proxy-00,crsr_v0_0045_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_25_current_tiled:m2033-smoke-0009-m2029-t2-same_current_drive_brake_asymmetry_older_history_proxy-00,m2029-t2-same_current_drive_brake_asymmetry_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_drive_brake_asymmetry_older_history_proxy,same_current|same_current_drive_brake_asymmetry_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_drive_brake_asymmetry_older_history_proxy,same_current_different_older_history,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0046_l2_offtrack_relief,m2033-smoke-0010-m2029-t2-same_current_mixed_authority_older_history_proxy-00,crsr_v0_0046_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_50:m2033-smoke-0010-m2029-t2-same_current_mixed_authority_older_history_proxy-00,m2029-t2-same_current_mixed_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_mixed_authority_older_history_proxy,same_current|same_current_mixed_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_mixed_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0047_l2_offtrack_relief,m2033-smoke-0011-m2029-t2-same_current_rear_lateral_authority_older_history_proxy-00,crsr_v0_0047_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_50_current_tiled:m2033-smoke-0011-m2029-t2-same_current_rear_lateral_authority_older_history_proxy-00,m2029-t2-same_current_rear_lateral_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_rear_lateral_authority_older_history_proxy,same_current|same_current_rear_lateral_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_rear_lateral_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0048_l2_offtrack_relief,m2033-smoke-0012-m2029-t2-same_current_steer_lag_older_history_proxy-00,crsr_v0_0048_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_100:m2033-smoke-0012-m2029-t2-same_current_steer_lag_older_history_proxy-00,m2029-t2-same_current_steer_lag_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_steer_lag_older_history_proxy,same_current|same_current_steer_lag_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_steer_lag_older_history_proxy,same_current_different_older_history,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0049_l2_offtrack_relief,m2033-smoke-0013-m2029-t2-same_current_yaw_authority_older_history_proxy-00,crsr_v0_0049_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_100_current_tiled:m2033-smoke-0013-m2029-t2-same_current_yaw_authority_older_history_proxy-00,m2029-t2-same_current_yaw_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_yaw_authority_older_history_proxy,same_current|same_current_yaw_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_yaw_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0050_l2_offtrack_relief,m2033-smoke-0014-m1680-spec-0036,crsr_v0_0050_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_13:m2033-smoke-0014-m1680-spec-0036,m1680-spec-0036,T3_active_diagnostic_warmup,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,clean_history_control_public_pairs,T5,actuator_delay_step,t5_near_boundary_warmup,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0051_l2_offtrack_relief,m2033-smoke-0015-m1680-spec-0038,crsr_v0_0051_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_13_current_tiled:m2033-smoke-0015-m1680-spec-0038,m1680-spec-0038,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,clean_history_control_public_pairs,T5,capability_step_down,t5_near_boundary_warmup,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0052_l2_offtrack_relief,m2033-smoke-0016-m1680-spec-0006,crsr_v0_0052_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_25:m2033-smoke-0016-m1680-spec-0006,m1680-spec-0006,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0053_l2_offtrack_relief,m2033-smoke-0017-m1680-spec-0043,crsr_v0_0053_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_25_current_tiled:m2033-smoke-0017-m1680-spec-0043,m1680-spec-0043,T3_active_diagnostic_warmup,m1680_controller_family_task_source,terminal_boundary_proxy+warmup_proxy,t5_near_boundary_warmup|t5_boundary_axis_retarget,mapping_window_unspecified,public_measured_intervention_candidate,T5,t5_near_boundary_warmup,t5_boundary_axis_retarget,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0054_l2_offtrack_relief,m2033-smoke-0018-m2029-t3-warmup_brake_authority_proxy-00,crsr_v0_0054_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_50:m2033-smoke-0018-m2029-t3-warmup_brake_authority_proxy-00,m2029-t3-warmup_brake_authority_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_brake_authority_proxy,active_diagnostic_warmup|warmup_brake_authority_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_brake_authority_proxy,active_diagnostic_warmup,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0055_l2_offtrack_relief,m2033-smoke-0019-m2029-t3-warmup_mixed_authority_proxy-00,crsr_v0_0055_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_50_current_tiled:m2033-smoke-0019-m2029-t3-warmup_mixed_authority_proxy-00,m2029-t3-warmup_mixed_authority_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_mixed_authority_proxy,active_diagnostic_warmup|warmup_mixed_authority_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_mixed_authority_proxy,active_diagnostic_warmup,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0056_l2_offtrack_relief,m2033-smoke-0020-m2029-t3-warmup_rear_lateral_authority_proxy-00,crsr_v0_0056_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_100:m2033-smoke-0020-m2029-t3-warmup_rear_lateral_authority_proxy-00,m2029-t3-warmup_rear_lateral_authority_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_rear_lateral_authority_proxy,active_diagnostic_warmup|warmup_rear_lateral_authority_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_rear_lateral_authority_proxy,active_diagnostic_warmup,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0057_l2_offtrack_relief,m2033-smoke-0021-m2029-t3-warmup_steer_lag_proxy-00,crsr_v0_0057_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_100_current_tiled:m2033-smoke-0021-m2029-t3-warmup_steer_lag_proxy-00,m2029-t3-warmup_steer_lag_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_steer_lag_proxy,active_diagnostic_warmup|warmup_steer_lag_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_steer_lag_proxy,active_diagnostic_warmup,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0058_l2_offtrack_relief,m2033-smoke-0022-m2029-t3-warmup_terminal_boundary_recovery_proxy-00,crsr_v0_0058_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_13:m2033-smoke-0022-m2029-t3-warmup_terminal_boundary_recovery_proxy-00,m2029-t3-warmup_terminal_boundary_recovery_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_terminal_boundary_recovery_proxy,active_diagnostic_warmup|warmup_terminal_boundary_recovery_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_terminal_boundary_recovery_proxy,active_diagnostic_warmup,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0059_l2_offtrack_relief,m2033-smoke-0023-m2029-t3-warmup_yaw_authority_proxy-00,crsr_v0_0059_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_13_current_tiled:m2033-smoke-0023-m2029-t3-warmup_yaw_authority_proxy-00,m2029-t3-warmup_yaw_authority_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_yaw_authority_proxy,active_diagnostic_warmup|warmup_yaw_authority_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_yaw_authority_proxy,active_diagnostic_warmup,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0060_l2_offtrack_relief,m2033-smoke-0024-m1680-spec-0000,crsr_v0_0060_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_25:m2033-smoke-0024-m1680-spec-0000,m1680-spec-0000,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0061_l2_offtrack_relief,m2033-smoke-0025-m1680-spec-0036,crsr_v0_0061_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_25_current_tiled:m2033-smoke-0025-m1680-spec-0036,m1680-spec-0036,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,clean_history_control_public_pairs,T5,actuator_delay_step,t5_near_boundary_warmup,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0062_l2_offtrack_relief,m2033-smoke-0026-m1680-spec-0038,crsr_v0_0062_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_50:m2033-smoke-0026-m1680-spec-0038,m1680-spec-0038,T4_variable_diagnostic_delay,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,clean_history_control_public_pairs,T5,capability_step_down,t5_near_boundary_warmup,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0063_l2_offtrack_relief,m2033-smoke-0027-m1680-spec-0040,crsr_v0_0063_l2_offtrack_relief,l2_offtrack_relief,public_debug,source_profile_offtrack_slice,L2_window_50_current_tiled:m2033-smoke-0027-m1680-spec-0040,m1680-spec-0040,T4_variable_diagnostic_delay,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,clean_history_control_public_pairs,T5,t5_boundary_axis_retarget,curved_boundary_obstacle,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0064_family_offtrack_relief,m2033-smoke-0000-m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,crsr_v0_0064_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T1_reactive_active_safety,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0065_family_offtrack_relief,m2033-smoke-0005-m1680-spec-0000,crsr_v0_0065_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T2_same_current_different_older_history,m1680-spec-0000,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0066_family_offtrack_relief,m2033-smoke-0016-m1680-spec-0006,crsr_v0_0066_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T3_active_diagnostic_warmup,m1680-spec-0006,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0067_family_offtrack_relief,m2033-smoke-0027-m1680-spec-0040,crsr_v0_0067_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T4_variable_diagnostic_delay,m1680-spec-0040,T4_variable_diagnostic_delay,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,clean_history_control_public_pairs,T5,t5_boundary_axis_retarget,curved_boundary_obstacle,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0068_family_offtrack_relief,m2033-smoke-0032-m1680-spec-0038,crsr_v0_0068_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T5_source_rich_extreme_dynamics,m1680-spec-0038,T5_source_rich_extreme_dynamics,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,clean_history_control_public_pairs,T5,capability_step_down,t5_near_boundary_warmup,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0069_family_offtrack_relief,m2033-smoke-0001-m2026-t1-m1983_outcome_support-cosr_v0_0144_collision_mitigation_relief,crsr_v0_0069_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T1_reactive_active_safety,m2026-t1-m1983_outcome_support-cosr_v0_0144_collision_mitigation_relief,T1_reactive_active_safety,m1983_outcome_support,mitigation_isolation_check,unavoidable_mitigation|tier_d_handling_limit_drift_required|steady_surface|unavoidable,m2026_source_coverage_repair,unavoidable_mitigation,tier_d_handling_limit_drift_required,steady_surface,unavoidable,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0070_family_offtrack_relief,m2033-smoke-0010-m2029-t2-same_current_mixed_authority_older_history_proxy-00,crsr_v0_0070_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T2_same_current_different_older_history,m2029-t2-same_current_mixed_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_mixed_authority_older_history_proxy,same_current|same_current_mixed_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_mixed_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0071_family_offtrack_relief,m2033-smoke-0021-m2029-t3-warmup_steer_lag_proxy-00,crsr_v0_0071_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T3_active_diagnostic_warmup,m2029-t3-warmup_steer_lag_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_steer_lag_proxy,active_diagnostic_warmup|warmup_steer_lag_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_steer_lag_proxy,active_diagnostic_warmup,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0072_family_offtrack_relief,m2033-smoke-0024-m1680-spec-0000,crsr_v0_0072_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T4_variable_diagnostic_delay,m1680-spec-0000,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0073_family_offtrack_relief,m2033-smoke-0029-m1680-spec-0000,crsr_v0_0073_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T5_source_rich_extreme_dynamics,m1680-spec-0000,T5_source_rich_extreme_dynamics,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0074_family_offtrack_relief,m2033-smoke-0002-m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,crsr_v0_0074_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T1_reactive_active_safety,m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,T1_reactive_active_safety,m1983_outcome_support,offtrack_boundary_relief,stable_aes_only|tier_not_applicable_offtrack_boundary_relief|relief_surface_unspecified|aes_feasible,m2026_source_coverage_repair,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0075_family_offtrack_relief,m2033-smoke-0005-m1680-spec-0000,crsr_v0_0075_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T2_same_current_different_older_history,m1680-spec-0000,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0076_family_offtrack_relief,m2033-smoke-0016-m1680-spec-0006,crsr_v0_0076_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T3_active_diagnostic_warmup,m1680-spec-0006,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0077_family_offtrack_relief,m2033-smoke-0025-m1680-spec-0036,crsr_v0_0077_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T4_variable_diagnostic_delay,m1680-spec-0036,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,clean_history_control_public_pairs,T5,actuator_delay_step,t5_near_boundary_warmup,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0078_family_offtrack_relief,m2033-smoke-0034-m1680-spec-0037,crsr_v0_0078_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T5_source_rich_extreme_dynamics,m1680-spec-0037,T5_source_rich_extreme_dynamics,m1680_controller_family_task_source,terminal_boundary_proxy,brake_fade_or_loss_proxy|late_reveal_boundary,mapping_window_unspecified,public_measured_intervention_candidate,T5,brake_fade_or_loss_proxy,late_reveal_boundary,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0079_family_offtrack_relief,m2033-smoke-0003-m2020-active-safety-0000,crsr_v0_0079_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T1_reactive_active_safety,m2020-active-safety-0000,T1_reactive_active_safety,m2020_multi_slice_bounded_diagnostic,success_stabilizer,drift_required_recovery|tier_c_boundary_near_miss|post_friction_step|drift_required,m2020_public_diagnostic,drift_required_recovery,tier_c_boundary_near_miss,post_friction_step,drift_required,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0080_family_offtrack_relief,m2033-smoke-0010-m2029-t2-same_current_mixed_authority_older_history_proxy-00,crsr_v0_0080_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T2_same_current_different_older_history,m2029-t2-same_current_mixed_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_mixed_authority_older_history_proxy,same_current|same_current_mixed_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_mixed_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0081_family_offtrack_relief,m2033-smoke-0021-m2029-t3-warmup_steer_lag_proxy-00,crsr_v0_0081_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T3_active_diagnostic_warmup,m2029-t3-warmup_steer_lag_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_steer_lag_proxy,active_diagnostic_warmup|warmup_steer_lag_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_steer_lag_proxy,active_diagnostic_warmup,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0082_family_offtrack_relief,m2033-smoke-0026-m1680-spec-0038,crsr_v0_0082_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T4_variable_diagnostic_delay,m1680-spec-0038,T4_variable_diagnostic_delay,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,clean_history_control_public_pairs,T5,capability_step_down,t5_near_boundary_warmup,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
